state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
AR,704,8995,0,71,105,379,759,26,39,60,A,12,105,485619,39620,407151,704,1900,149,61,1115,9699,9699,1176,9699,0,5
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,1769,22904,0,961,667,379,759,180,197,0,B,41,667,24673,39620,407151,38775,1900,149,171,1793,24673,24673,1964,24673,9,51
CA,10701,24599,59500,2188,5109,901,759,180,197,0,B,237,5109,35300,39620,407151,38775,1900,149,1510,790,94800,35300,2300,35300,34,0
CO,3728,16683,0,739,710,379,759,180,197,0,A,97,710,485619,39620,407151,38775,1900,149,386,1380,20411,20411,1766,20411,17,90
CT,4914,15101,0,909,5109,379,759,180,197,0,A,131,5109,20015,39620,407151,38775,34,149,1090,625,20015,20015,1715,20015,19,0
DC,757,4827,0,961,5109,379,759,180,197,206,A,15,5109,485619,39620,407151,38775,1900,149,104,410,5584,5584,514,5584,3,0
DE,450,4995,0,63,5109,379,759,180,197,71,C,17,5109,485619,39620,407151,38775,16,1,57,429,5445,5445,486,5445,1,0
FL,9585,82137,1225,961,1287,379,759,180,197,0,A,163,1287,485619,39620,407151,38775,1900,149,1575,12851,92947,91722,14426,91722,35,164
GA,5831,19434,0,961,1158,379,759,180,197,0,A,184,1158,25265,39620,407151,38775,1900,149,483,1825,25265,25265,2308,25265,21,102
GU,84,459,0,19,5109,2,759,180,197,14,,4,5109,485619,39620,407151,38775,1900,149,2,17,543,543,19,543,1,0
HI,285,10206,0,961,15,379,6,180,197,72,A,2,15,485619,39620,407151,38775,1900,149,27,0,10491,10491,27,10491,1,0
IA,699,8754,0,80,138,379,759,180,197,188,C,11,138,485619,39620,407151,699,1900,149,85,700,9453,9453,785,9453,0,18
ID,891,7054,0,45,56,379,7,180,197,0,A,9,56,7945,39620,407151,38775,1900,149,222,441,7945,7945,663,7945,0,7
IL,8904,39144,0,961,5109,379,759,180,197,0,A,210,5109,485619,39620,407151,38775,1900,149,1209,3183,48048,48048,4392,48048,53,0
IN,3437,14398,0,961,5109,379,759,180,197,0,B,102,5109,485619,39620,407151,38775,1900,149,398,1152,17835,17835,1550,17835,24,0
KS,620,6454,0,961,151,379,759,180,197,0,B,17,151,485619,39620,407151,38775,1900,149,68,395,7074,7074,463,7074,4,13
KY,770,12034,0,961,5109,379,759,180,197,0,A,31,5109,485619,39620,407151,38775,1900,149,90,4814,12804,12804,4904,12804,11,0
LA,10297,43348,0,1707,5109,379,759,535,197,0,A,370,5109,485619,39620,407151,38775,1900,149,1147,1412,53645,53645,2559,53645,60,0
MA,10303,52685,0,961,966,379,759,180,197,0,B,265,966,485619,39620,407151,38775,1900,149,1436,4918,62988,62988,6354,62988,36,153
MD,2758,20932,0,961,664,379,759,180,197,159,A,84,664,485619,39620,407151,38775,79,5,427,2042,23690,23690,2469,23690,20,82
ME,432,6088,0,961,75,379,759,180,197,113,A,9,75,485619,39620,407151,38775,1900,149,56,0,6520,6520,56,6520,2,7
MI,22579,37060,0,961,5109,379,759,180,197,56,B,918,5109,55096,18036,37060,23071,985,39,1203,3617,59639,59639,4820,59639,117,0
MN,1119,25063,0,86,156,40,40,180,197,0,A,22,156,26182,39620,407151,38775,1900,149,63,1283,26182,26182,1346,26182,4,18
MO,2113,19357,0,961,5109,379,759,180,197,0,C,19,5109,26710,2978,23715,38775,1900,149,279,1508,21470,21470,1787,21470,0,0
MP,8,13,10,961,5109,379,759,180,197,0,,1,5109,485619,39620,407151,38775,1900,149,0,0,31,21,0,21,0,0
MS,1358,4753,0,961,420,379,759,180,197,0,B,29,420,485619,39620,407151,38775,1900,149,181,0,6111,6111,181,6111,3,60
MT,243,5333,0,961,24,379,759,180,197,0,A,5,24,485619,39620,407151,38775,1900,149,16,240,5576,5576,256,5576,0,4
NC,2093,29505,0,184,5109,379,759,180,197,0,A,19,5109,485619,39620,407151,38775,1900,149,236,2683,31598,31598,2919,31598,3,0
ND,173,5625,0,961,29,379,759,180,197,55,B,3,29,485619,39620,407151,38775,1900,149,14,804,5798,5798,818,5798,0,1
NE,279,4487,11,961,5109,379,759,180,197,0,A,6,5109,485619,39620,407151,38775,1900,149,33,509,4777,4766,542,4766,1,0
NH,479,6575,114,961,73,379,759,180,197,101,B,5,73,485619,39620,407151,38775,1900,149,64,497,7168,7054,561,7054,1,15
NJ,29895,37608,0,3016,5109,379,759,180,197,0,A,646,5109,485619,39620,407151,38775,1900,149,4305,4088,67503,67503,8393,67503,109,0
NM,403,14375,0,31,5109,379,759,180,197,26,A,7,5109,485619,39620,407151,38775,1900,149,40,727,14778,14778,767,14778,1,0
NV,1514,13018,0,961,5109,379,759,180,197,0,A,59,5109,485619,39620,407151,38775,1900,149,56,430,14532,14532,486,14532,8,0
NY,102863,157657,0,14810,26210,3731,759,180,197,8886,A,2935,26210,485619,39620,407151,38775,1900,149,10482,11073,260520,260520,21555,260520,562,3424
OH,3312,35063,0,961,895,379,288,180,197,0,B,91,895,485619,39620,407151,3312,1900,149,410,3047,38375,38375,3457,38375,10,93
OK,988,1315,0,171,289,123,759,180,197,383,B,38,289,485619,39620,407151,38775,1900,149,109,50,2303,2303,159,2303,4,32
OR,899,16535,0,188,204,379,759,38,197,0,A,22,204,485619,39620,407151,38775,1900,149,73,1276,17434,17434,1349,17434,1,16
PA,8420,53695,0,961,852,379,759,180,197,0,A,102,852,485619,39620,407151,38775,1900,149,1404,5997,62115,62115,7401,62115,12,122
PR,378,2049,1055,961,5109,379,759,180,197,0,A,15,5109,485619,39620,407151,38775,1900,149,62,445,3482,2427,507,2427,3,0
RI,831,5342,0,77,5109,14,759,6,197,35,B,14,5109,6583,814,5769,831,1900,149,101,717,6173,6173,818,6173,2,0
SC,1554,5441,0,961,241,379,759,180,197,0,B,31,241,485619,39620,407151,38775,1900,149,0,0,6995,6995,0,6995,0,0
SD,187,4593,3,961,17,379,759,180,197,69,A,2,17,485619,39620,407151,38775,1900,149,22,376,4783,4780,398,4780,0,0
TN,3067,34772,0,625,293,379,759,180,197,248,A,37,293,485619,39620,407151,38775,1900,149,222,3006,37839,37839,3228,37839,5,30
TX,5330,50434,0,196,5109,379,759,180,197,38,A,90,5109,485619,39620,407151,5330,1900,149,661,4424,55764,55764,5085,55764,20,0
UT,1246,23002,0,961,106,379,759,180,197,0,A,7,106,485619,39620,407151,1246,1900,149,172,2847,24248,24248,3019,24248,0,6
VA,2012,16993,0,961,312,379,145,180,108,0,A,46,312,485619,39620,407151,38775,1900,149,306,1110,19005,19005,1416,19005,5,7
VI,38,154,56,961,5109,379,759,180,197,29,,1400,5109,485619,39620,407151,38775,1900,149,5,5,248,192,10,192,0,0
VT,460,4865,0,29,45,379,759,180,197,15,A,17,45,485619,39620,407151,460,1900,149,70,481,5325,5325,551,5325,0,0
WA,9485,90661,0,961,5109,379,759,180,197,0,A,338,5109,485619,39620,407151,8198,1900,149,284,4570,100146,100146,4854,100146,28,0
WI,2263,22377,0,961,487,379,759,180,197,0,A,37,487,485619,39620,407151,1912,1900,149,223,2060,24640,24640,2283,24640,6,26
WV,237,6130,0,961,1,379,759,180,197,0,B,2,1,485619,39620,407151,38775,1900,149,20,854,6367,6367,874,6367,0,0
WY,162,2704,0,961,21,379,759,180,197,37,A,0,21,485619,39620,407151,153,1900,149,12,265,2866,2866,277,2866,0,2
AK,143,4879,0,961,9,379,759,180,197,0,A,3,9,5022,39620,407151,143,1900,149,10,409,5022,5022,419,5022,0,0
AL,1233,7503,0,226,5109,379,759,180,197,0,B,32,5109,485619,39620,407151,1233,1900,149,156,806,8736,8736,962,8736,6,0
AR,643,7880,0,66,100,379,759,23,32,47,A,12,100,485619,39620,407151,643,1900,149,59,526,8523,8523,585,8523,2,10
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,1598,21111,0,961,616,379,759,180,197,0,B,32,616,22709,39620,407151,38775,1900,149,185,1466,22709,22709,1651,22709,3,34
CA,9191,23809,59500,1922,5109,816,759,180,197,0,B,203,5109,33000,39620,407151,38775,1900,149,1036,2037,92500,33000,3073,33000,32,0
CO,3342,15303,0,698,620,379,759,180,197,0,A,80,620,485619,39620,407151,38775,1900,149,376,1420,18645,18645,1796,18645,11,111
CT,3824,14476,0,827,5109,379,759,180,197,0,A,112,5109,18300,39620,407151,38775,27,149,267,1433,18300,18300,1700,18300,27,0
DC,653,4417,0,961,5109,379,759,180,197,173,A,12,5109,485619,39620,407151,38775,1900,149,67,1155,5070,5070,1222,5070,1,0
DE,393,4566,0,56,5109,379,759,180,197,49,C,16,5109,485619,39620,407151,38775,15,1,25,551,4959,4959,576,4959,3,0
FL,8010,69286,1285,961,1123,379,759,180,197,0,A,128,1123,485619,39620,407151,38775,1900,149,1055,9757,78581,77296,10812,77296,41,174
GA,5348,17609,0,961,1056,379,759,180,197,0,A,163,1056,22957,39620,407151,38775,1900,149,710,1921,22957,22957,2631,22957,24,104
GU,82,442,0,19,5109,2,759,180,197,12,,3,5109,485619,39620,407151,38775,1900,149,5,36,524,524,41,524,0,0
HI,258,10206,0,961,15,379,6,180,197,69,A,1,15,485619,39620,407151,38775,1900,149,50,1485,10464,10464,1535,10464,0,2
IA,614,8054,0,74,120,379,759,180,197,46,C,11,120,485619,39620,407151,614,1900,149,65,750,8668,8668,815,8668,2,21
ID,669,6613,0,49,49,379,7,180,197,0,A,9,49,7282,39620,407151,38775,1900,149,144,537,7282,7282,681,7282,0,3
IL,7695,35961,0,961,5109,379,759,180,197,0,A,157,5109,485619,39620,407151,38775,1900,149,715,2557,43656,43656,3272,43656,16,0
IN,3039,13246,0,961,5109,379,759,180,197,0,B,78,5109,485619,39620,407151,38775,1900,149,474,1436,16285,16285,1910,16285,13,0
KS,552,6059,0,961,138,379,759,180,197,0,B,13,138,485619,39620,407151,38775,1900,149,70,648,6611,6611,718,6611,3,24
KY,680,7220,0,961,5109,379,759,180,197,0,A,20,5109,485619,39620,407151,38775,1900,149,89,255,7900,7900,344,7900,3,0
LA,9150,41936,0,1639,5109,379,759,507,197,0,A,310,5109,485619,39620,407151,38775,1900,149,2726,2584,51086,51086,5310,51086,37,0
MA,8867,47767,0,961,813,379,759,180,197,0,B,229,813,485619,39620,407151,38775,1900,149,1228,3642,56634,56634,4870,56634,42,131
MD,2331,18890,0,961,582,379,759,180,197,81,A,64,582,485619,39620,407151,38775,60,4,346,1657,21221,21221,2003,21221,12,60
ME,376,6088,0,961,68,379,759,180,197,94,A,7,68,485619,39620,407151,38775,1900,149,32,0,6464,6464,32,6464,0,5
MI,21376,33443,0,961,5109,379,759,180,197,0,B,801,5109,49095,15652,33443,22102,879,36,1130,3492,54819,54819,4622,54819,125,0
MN,1056,23780,0,75,138,38,38,180,197,0,A,18,138,24836,39620,407151,38775,1900,149,83,1900,24836,24836,1983,24836,1,16
MO,1834,17849,0,961,5109,379,759,180,197,0,C,19,5109,24415,2700,21700,38775,1900,149,253,2003,19683,19683,2256,19683,1,0
MP,8,13,12,961,5109,379,759,180,197,0,,1,5109,485619,39620,407151,38775,1900,149,2,13,33,21,15,21,1,0
MS,1177,4753,0,961,360,379,759,180,197,0,B,26,360,485619,39620,407151,38775,1900,149,104,1041,5930,5930,1145,5930,4,28
MT,227,5093,0,961,20,379,759,180,197,0,A,5,20,485619,39620,407151,38775,1900,149,19,383,5320,5320,402,5320,0,3
NC,1857,26822,0,184,5109,379,759,180,197,0,A,16,5109,485619,39620,407151,38775,1900,149,273,2163,28679,28679,2436,28679,6,0
ND,159,4821,0,961,28,379,759,180,197,43,B,3,28,485619,39620,407151,38775,1900,149,17,470,4980,4980,487,4980,0,5
NE,246,3978,11,961,5109,379,759,180,197,0,A,5,5109,485619,39620,407151,38775,1900,149,36,503,4235,4224,539,4224,1,0
NH,415,6078,126,961,58,379,759,180,197,91,B,4,58,485619,39620,407151,38775,1900,149,0,93,6619,6493,93,6493,0,2
NJ,25590,33520,0,2000,5109,379,759,180,197,0,A,537,5109,485619,39620,407151,38775,1900,149,3335,3133,59110,59110,6468,59110,182,0
NM,363,13648,0,31,5109,379,759,180,197,26,A,6,5109,485619,39620,407151,38775,1900,149,48,723,14011,14011,771,14011,1,0
NV,1458,12588,0,961,5109,379,759,180,197,0,A,51,5109,485619,39620,407151,38775,1900,149,179,1069,14046,14046,1248,14046,6,0
NY,92381,146584,0,13383,22786,3396,759,180,197,7434,A,2373,22786,485619,39620,407151,38775,1900,149,8669,9416,238965,238965,18085,238965,432,2857
OH,2902,32016,0,961,802,379,260,180,197,0,B,81,802,485619,39620,407151,2902,1900,149,355,5024,34918,34918,5379,34918,16,123
OK,879,1265,0,182,257,144,759,180,197,0,B,34,257,485619,39620,407151,38775,1900,149,160,17,2144,2144,177,2144,4,38
OR,826,15259,0,134,188,379,759,38,197,0,A,21,188,485619,39620,407151,38775,1900,149,90,2123,16085,16085,2213,16085,3,34
PA,7016,47698,0,961,730,379,759,180,197,0,A,90,730,485619,39620,407151,38775,1900,149,1211,5271,54714,54714,6482,54714,16,110
PR,316,1604,1119,961,5109,379,759,180,197,0,A,12,5109,485619,39620,407151,38775,1900,149,30,195,3039,1920,225,1920,1,0
RI,730,4625,0,72,5109,14,759,6,197,35,B,12,5109,5700,706,4994,730,1900,149,62,436,5355,5355,498,5355,2,0
SC,1554,5441,0,961,241,379,759,180,197,0,B,31,241,485619,39620,407151,38775,1900,149,261,408,6995,6995,669,6995,5,139
SD,165,4217,0,961,17,379,759,180,197,57,A,2,17,485619,39620,407151,38775,1900,149,36,314,4382,4382,350,4382,0,5
TN,2845,31766,0,656,263,379,759,180,197,220,A,32,263,485619,39620,407151,38775,1900,149,162,1997,34611,34611,2159,34611,8,63
TX,4669,46010,0,196,5109,379,759,180,197,38,A,70,5109,485619,39620,407151,4669,1900,149,672,2150,50679,50679,2822,50679,12,0
UT,1074,20155,0,961,100,379,759,180,197,0,A,7,100,485619,39620,407151,1074,1900,149,62,0,21229,21229,62,21229,0,9
VA,1706,15883,0,246,305,379,145,180,108,0,A,41,305,485619,39620,407151,38775,1900,149,222,2023,17589,17589,2245,17589,7,0
VI,33,149,42,961,5109,379,759,180,197,25,,1400,5109,485619,39620,407151,38775,1900,149,3,23,224,182,26,182,0,0
VT,390,4384,0,29,45,379,759,180,197,15,A,17,45,485619,39620,407151,390,1900,149,31,222,4774,4774,253,4774,1,0
WA,9201,86091,0,961,5109,379,759,180,197,0,A,310,5109,485619,39620,407151,7784,1900,149,332,4575,95292,95292,4907,95292,28,0
WI,2040,20317,0,961,461,379,759,180,197,0,A,31,461,485619,39620,407151,1730,1900,149,219,1498,22357,22357,1717,22357,7,63
WV,217,5276,0,961,1,379,759,180,197,0,B,2,1,485619,39620,407151,38775,1900,149,26,892,5493,5493,918,5493,1,0
WY,150,2439,0,961,19,379,759,180,197,31,A,0,19,485619,39620,407151,137,1900,149,20,221,2589,2589,241,2589,0,1
AK,133,4470,0,961,9,379,759,180,197,0,A,3,9,4603,39620,407151,133,1900,149,14,876,4603,4603,890,4603,0,2
AL,1077,6697,0,258,5109,379,759,180,197,0,B,26,5109,485619,39620,407151,1077,1900,149,96,399,7774,7774,495,7774,13,0
AR,584,7354,0,56,90,379,759,25,32,42,A,10,90,485619,39620,407151,584,1900,149,61,1395,7938,7938,1456,7938,2,90
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,0,5,3,0,3,0,0
AZ,1413,19645,0,961,582,379,759,180,197,0,B,29,582,21058,39620,407151,38775,1900,149,124,1563,21058,21058,1687,21058,5,48
CA,8155,21772,57400,1855,5109,774,759,180,197,0,B,171,5109,29927,39620,407151,38775,1900,149,673,0,87327,29927,673,29927,18,0
CO,2966,13883,0,574,509,379,759,180,197,0,A,69,509,485619,39620,407151,38775,1900,149,339,1146,16849,16849,1485,16849,18,95
CT,3557,13043,0,766,5109,379,759,180,197,0,A,85,5109,16600,39620,407151,38775,27,149,429,14,16600,16600,443,16600,16,0
DC,586,3262,2,961,5109,379,759,180,197,142,A,11,5109,485619,39620,407151,38775,1900,149,91,0,3850,3848,91,3848,2,0
DE,368,4015,0,51,5109,379,759,180,197,49,C,13,5109,485619,39620,407151,38775,13,0,49,319,4383,4383,368,4383,1,0
FL,6955,59529,1235,961,949,379,759,180,197,0,A,87,949,485619,39620,407151,38775,1900,149,617,5244,67719,66484,5861,66484,10,126
GA,4638,15688,0,961,952,379,759,180,197,0,A,139,952,20326,39620,407151,38775,1900,149,709,3436,20326,20326,4145,20326,28,119
GU,77,406,0,19,5109,2,759,180,197,9,,3,5109,485619,39620,407151,38775,1900,149,8,35,483,483,43,483,1,0
HI,208,8721,0,961,13,379,6,180,197,58,A,1,13,485619,39620,407151,38775,1900,149,4,250,8929,8929,254,8929,1,1
IA,549,7304,0,63,99,379,759,180,197,118,C,9,99,485619,39620,407151,549,1900,149,52,416,7853,7853,468,7853,2,5
ID,525,6076,0,49,46,379,7,180,197,0,A,9,46,6601,39620,407151,38775,1900,149,110,779,6601,6601,889,6601,2,1
IL,6980,33404,0,961,5109,379,759,180,197,0,A,141,5109,485619,39620,407151,38775,1900,149,986,4173,40384,40384,5159,40384,42,0
IN,2565,11810,0,961,5109,379,759,180,197,0,B,65,5109,485619,39620,407151,38775,1900,149,406,596,14375,14375,1002,14375,16,0
KS,482,5411,0,961,114,379,759,180,197,0,B,10,114,485619,39620,407151,38775,1900,149,54,415,5893,5893,469,5893,1,35
KY,591,6965,0,961,5109,379,759,180,197,0,A,17,5109,485619,39620,407151,38775,1900,149,111,635,7556,7556,746,7556,6,0
LA,6424,39352,0,1498,5109,379,759,490,197,0,A,273,5109,485619,39620,407151,38775,1900,149,1187,5622,45776,45776,6809,45776,34,0
MA,7639,44125,0,961,682,379,759,180,197,0,B,187,682,485619,39620,407151,38775,1900,149,1118,3685,51764,51764,4803,51764,34,120
MD,1985,17233,0,961,522,379,759,180,197,0,A,52,522,485619,39620,407151,38775,50,2,325,2365,19218,19218,2690,19218,9,93
ME,344,6088,0,961,63,379,759,180,197,80,A,7,63,485619,39620,407151,38775,1900,149,41,0,6432,6432,41,6432,2,6
MI,20246,29951,0,961,5109,379,759,180,197,0,B,676,5109,43188,13237,29951,20937,765,35,1592,3617,50197,50197,5209,50197,125,0
MN,973,21880,0,54,122,27,27,180,197,0,A,17,122,22853,39620,407151,38775,1900,149,57,945,22853,22853,1002,22853,5,10
MO,1581,15846,0,961,5109,379,759,180,197,0,C,18,5109,21956,2402,19540,38775,1900,149,254,1232,17427,17427,1486,17427,4,0
MP,6,,0,961,5109,379,759,180,197,0,,1400,5109,485619,39620,407151,38775,1900,149,4,0,6,6,4,6,0,0
MS,1073,3712,0,961,332,379,759,180,197,0,B,22,332,485619,39620,407151,38775,1900,149,136,175,4785,4785,311,4785,2,121
MT,208,4710,0,961,17,379,759,180,197,0,A,5,17,485619,39620,407151,38775,1900,149,24,476,4918,4918,500,4918,1,3
NC,1584,24659,0,204,5109,379,759,180,197,0,A,10,5109,485619,39620,407151,38775,1900,149,86,3051,26243,26243,3137,26243,2,0
ND,142,4351,0,961,23,379,759,180,197,34,B,3,23,485619,39620,407151,38775,1900,149,16,220,4493,4493,236,4493,0,2
NE,210,3475,8,961,5109,379,759,180,197,0,A,4,5109,485619,39620,407151,38775,1900,149,38,544,3693,3685,582,3685,1,0
NH,415,5985,97,961,56,379,759,180,197,56,B,4,56,485619,39620,407151,38775,1900,149,101,572,6497,6400,673,6400,1,11
NJ,22255,30387,0,2000,5109,379,759,180,197,0,A,355,5109,485619,39620,407151,38775,1900,149,3559,3310,52642,52642,6869,52642,88,0
NM,315,12925,0,24,5109,379,759,180,197,26,A,5,5109,485619,39620,407151,38775,1900,149,34,679,13240,13240,713,13240,1,0
NV,1279,11519,0,961,5109,379,759,180,197,0,A,45,5109,485619,39620,407151,38775,1900,149,166,838,12798,12798,1004,12798,8,0
NY,83712,137168,0,12226,19929,3022,759,180,197,6142,A,1941,19929,485619,39620,407151,38775,1900,149,7917,7777,220880,220880,15694,220880,391,2844
OH,2547,26992,0,961,679,379,222,180,197,0,B,65,679,485619,39620,407151,2547,1900,149,348,0,29539,29539,348,29539,10,94
OK,719,1248,0,174,219,98,759,180,197,0,B,30,219,485619,39620,407151,38775,1900,149,154,19,1967,1967,173,1967,7,42
OR,736,13136,0,132,154,379,759,40,197,0,A,18,154,485619,39620,407151,38775,1900,149,46,0,13872,13872,46,13872,0,0
PA,5805,42427,0,961,620,379,759,180,197,0,A,74,620,485619,39620,407151,38775,1900,149,962,4782,48232,48232,5744,48232,11,106
PR,286,1409,897,961,5109,379,759,180,197,0,A,11,5109,485619,39620,407151,38775,1900,149,47,214,2592,1695,261,1695,3,0
RI,668,4189,0,60,5109,14,759,6,197,35,B,10,5109,5171,654,4517,668,1900,149,100,645,4857,4857,745,4857,2,0
SC,1293,5033,0,961,102,379,759,180,197,0,B,26,102,485619,39620,407151,38775,1900,149,210,417,6326,6326,627,6326,4,0
SD,129,3903,0,961,12,379,759,180,197,51,A,2,12,485619,39620,407151,38775,1900,149,21,294,4032,4032,315,4032,1,0
TN,2683,29769,0,486,200,379,759,180,197,137,A,24,200,485619,39620,407151,38775,1900,149,444,4648,32452,32452,5092,32452,1,25
TX,3997,43860,0,196,5109,379,759,180,197,38,A,58,5109,485619,39620,407151,3997,1900,149,731,4134,47857,47857,4865,47857,17,0
UT,1012,20155,0,961,91,379,759,180,197,0,A,7,91,485619,39620,407151,1012,1900,149,125,2529,21167,21167,2654,21167,2,18
VA,1484,13860,0,961,305,379,145,180,108,0,A,34,305,485619,39620,407151,38775,1900,149,234,1709,15344,15344,1943,15344,7,140
VI,30,126,24,961,5109,379,759,180,197,21,,1400,5109,485619,39620,407151,38775,1900,149,0,0,180,156,0,156,0,0
VT,359,4162,0,30,45,379,759,180,197,15,A,16,45,485619,39620,407151,359,1900,149,39,213,4521,4521,252,4521,3,9
WA,8869,81516,0,961,5109,379,759,180,197,0,A,282,5109,485619,39620,407151,7381,1900,149,438,4279,90385,90385,4717,90385,20,0
WI,1821,18819,0,961,398,379,759,180,197,0,A,24,398,485619,39620,407151,1550,1900,149,236,1444,20640,20640,1680,20640,8,61
WV,191,4384,0,961,1,379,759,180,197,0,B,1,1,485619,39620,407151,38775,1900,149,29,403,4575,4575,432,4575,0,0
WY,130,2218,0,961,18,379,759,180,197,31,A,0,18,485619,39620,407151,109,1900,149,21,219,2348,2348,240,2348,0,1
AK,119,3594,0,961,7,379,759,180,197,0,A,3,7,3713,39620,407151,119,1900,149,5,54,3713,3713,59,3713,0,0
AL,981,6298,0,172,5109,379,759,180,197,0,B,13,5109,485619,39620,407151,981,1900,149,122,604,7279,7279,726,7279,7,0
AR,523,5959,0,64,5109,379,759,23,197,35,A,8,5109,485619,39620,407151,523,1900,149,50,697,6482,6482,747,6482,1,0
AS,0,3,2,961,5109,379,759,180,197,0,,0,5109,485619,39620,407151,0,1900,149,0,3,5,3,3,3,0,0
AZ,1289,18082,0,961,534,379,759,180,197,0,B,24,534,19371,39620,407151,38775,1900,149,132,2480,19371,19371,2612,19371,4,56
CA,7482,21772,57400,1617,5109,657,759,180,197,0,B,153,5109,29254,39620,407151,38775,1900,149,1035,1223,86654,29254,2258,29254,20,0
CO,2627,12737,0,503,414,379,759,180,197,0,A,51,414,485619,39620,407151,38775,1900,149,0,0,15364,15364,0,15364,0,0
CT,3128,13029,0,608,5109,379,759,180,197,0,A,69,5109,15600,39620,407151,38775,21,149,557,1000,16157,16157,1557,16157,33,0
DC,495,3262,2,961,5109,379,759,180,197,121,A,9,5109,485619,39620,407151,38775,1900,149,94,580,3759,3757,674,3757,0,0
DE,319,3696,0,57,5109,379,759,180,197,22,C,12,5109,485619,39620,407151,38775,12,0,55,1480,4015,4015,1535,4015,1,0
